epoch,coxLoss,stratLoss,trainCI,valCI,variance
440,-0.3086,0.0000,0.7388,0.7349,0.7070403695106506
441,-0.3076,0.0000,0.7404,0.7348,0.6973147988319397
442,-0.3009,0.0000,0.7373,0.7349,0.7028719186782837
443,-0.3095,0.0000,0.7394,0.7350,0.7020859718322754
444,-0.3070,0.0000,0.7401,0.7349,0.7090794444084167
445,-0.3144,0.0000,0.7432,0.7349,0.7089047431945801
446,-0.3075,0.0000,0.7414,0.7348,0.7111541032791138
447,-0.3191,0.0000,0.7448,0.7348,0.69947350025177
448,-0.3207,0.0000,0.7434,0.7348,0.7057986855506897
449,-0.3184,0.0000,0.7421,0.7348,0.7038108110427856
450,-0.3150,0.0000,0.7429,0.7348,0.6977291107177734
451,-0.3128,0.0000,0.7418,0.7348,0.7040380835533142
452,-0.3194,0.0000,0.7434,0.7349,0.7081608772277832
453,-0.3165,0.0000,0.7435,0.7349,0.7022185921669006
454,-0.3194,0.0000,0.7435,0.7350,0.7060323357582092
455,-0.3125,0.0000,0.7415,0.7350,0.7083526849746704
456,-0.3182,0.0000,0.7433,0.7349,0.7024402022361755
457,-0.3205,0.0000,0.7453,0.7349,0.7151651382446289
458,-0.3171,0.0000,0.7426,0.7350,0.7114056944847107
459,-0.3190,0.0000,0.7432,0.7351,0.722368597984314
460,-0.3294,0.0000,0.7455,0.7349,0.7059832215309143
461,-0.3320,0.0000,0.7479,0.7350,0.7093684673309326
462,-0.3235,0.0000,0.7447,0.7351,0.7052773237228394
463,-0.3178,0.0000,0.7419,0.7352,0.7082008719444275
464,-0.3239,0.0000,0.7450,0.7353,0.7120619416236877
465,-0.3280,0.0000,0.7469,0.7352,0.7103633880615234
466,-0.3252,0.0000,0.7457,0.7351,0.7053537368774414
467,-0.3128,0.0000,0.7419,0.7352,0.7113558053970337
468,-0.3169,0.0000,0.7420,0.7352,0.7090290784835815
469,-0.3185,0.0000,0.7444,0.7352,0.7071625590324402
470,-0.3265,0.0000,0.7463,0.7350,0.7097218632698059
471,-0.3175,0.0000,0.7443,0.7350,0.7090861797332764
472,-0.3226,0.0000,0.7441,0.7350,0.7076220512390137
473,-0.3252,0.0000,0.7461,0.7350,0.7114212512969971
474,-0.3217,0.0000,0.7441,0.7351,0.7126031517982483
475,-0.3305,0.0000,0.7471,0.7352,0.7153584361076355
476,-0.3221,0.0000,0.7460,0.7352,0.717846691608429
477,-0.3319,0.0000,0.7462,0.7353,0.714545726776123
478,-0.3201,0.0000,0.7436,0.7353,0.7140209674835205
479,-0.3228,0.0000,0.7449,0.7353,0.7076923251152039
480,-0.3318,0.0000,0.7480,0.7355,0.7127003073692322
481,-0.3278,0.0000,0.7476,0.7354,0.7131465673446655
482,-0.3246,0.0000,0.7439,0.7355,0.7125918865203857
483,-0.3290,0.0000,0.7472,0.7355,0.7167226672172546
484,-0.3301,0.0000,0.7462,0.7355,0.7126563191413879
485,-0.3262,0.0000,0.7461,0.7355,0.7100082635879517
486,-0.3275,0.0000,0.7467,0.7356,0.7154774069786072
487,-0.3245,0.0000,0.7450,0.7358,0.7201426029205322
488,-0.3350,0.0000,0.7491,0.7358,0.709744393825531
489,-0.3302,0.0000,0.7480,0.7359,0.7129058241844177
490,-0.3277,0.0000,0.7446,0.7359,0.7144257426261902
491,-0.3273,0.0000,0.7465,0.7360,0.714474081993103
492,-0.3331,0.0000,0.7498,0.7360,0.7105756998062134
493,-0.3173,0.0000,0.7446,0.7359,0.7084788680076599
494,-0.3241,0.0000,0.7484,0.7360,0.7139049768447876
495,-0.3330,0.0000,0.7478,0.7360,0.7096651792526245
496,-0.3224,0.0000,0.7453,0.7360,0.7102034091949463
497,-0.3311,0.0000,0.7487,0.7358,0.7107527852058411
498,-0.3204,0.0000,0.7445,0.7358,0.7114726901054382
499,-0.3243,0.0000,0.7442,0.7359,0.7159881591796875
